Index,Experiment,Citation,Laboratory,Device,Container,Duration_h,T_C,P_Gpa,fO2,Phases,Type,SiO2_Bulk,TiO2_Bulk,Al2O3_Bulk,Fe2O3_Bulk,FeO_Bulk,MgO_Bulk,CaO_Bulk,Na2O_Bulk,K2O_Bulk
10103,H20- 58,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,24,925,0.065800004,-8.1,liq+fl,Bulk,70.40000153,0.230000004,9.600000381,3.789999962,1.789999962,0.02,0.180000007,5.429999828,4.349999905
10105,H20-66,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,24,930,0.167500004,-8.7,liq+fl,Bulk,69.69999695,0.219999999,8.899999619,3.049999952,2.390000105,0.029999999,0.170000002,5.329999924,4.179999828
10106,H20-67,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,48,958,0.159999996,-8.2,liq+fl,Bulk,70.59999847,0.209999993,9,3.430000067,2.079999924,0.02,0.209999993,5.340000153,4.179999828
10107,H20-68,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,24,947,0.1778,-8.1,liq+fl,Bulk,68.69999695,0.200000003,9,3.380000114,1.950000048,,0.200000003,5.380000114,4.230000019
10108,H20-69,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,24,946,0.1303,-8.2,liq+fl,Bulk,68.90000153,0.200000003,8.899999619,3.49000001,2,0.029999999,0.200000003,5.289999962,4.159999847
10109,H20- 70,"Moore, G. Righter, K. and Carmichael, I.S.E. (1995) The effect of dissolved water on the oxidation state of iron in natural silicate liquids. Contributions to Mineralogy and Petrology 120 170-179. ",University of California at Berkeley,IHPV,Au,24,938,0.126100004,-8.2,liq+fl,Bulk,69.30000305,0.180000007,837,3.279999971,2.160000086,0.02,0.209999993,5.210000038,4.110000134
20026,85-41c#107b,"Medard, E., Grove, T.L. (2007) Liquidus temperatures in the basalt-H2O system: Influence of H2O on the olivine - melt equilibrium. Contributions to Mineralogy and Petrology  . ",Massachusetts Institute of Technology,IHPV,Au,66,975,0.49000001,NNO,liq+ol+cpx+spn+fl,Bulk,57.79999924,0.600000024,14.46000004,,5.739999771,9.140000343,8.170000076,3.109999895,0.709999979
20038,82-66#7,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,72,965,0.200000003,NNO,liq+ol+plag+cpx+spn+amph+fl,Bulk,51.20000076,1.00999999,17.29999924,,8.659999847,7.46999979,10.19999981,3.109999895,0.699999988
20041,87S35a-#5,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,18,985,0.200000003,NNO,liq+fl,Bulk,50.59999847,1.269999981,19.10000038,,8.699999809,4.320000172,8.850000381,4.230000019,1
20042,87S35a-#3,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,8,970,0.200000003,NNO,liq+ol+amph+plag+fl,Bulk,50.59999847,1.269999981,19.10000038,,8.699999809,4.320000172,8.850000381,4.230000019,1
20043,87S35a-#11,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,63,965,0.200000003,NNO,liq+ol+amph+plag+spn+fl,Bulk,50.59999847,1.269999981,19.10000038,,8.699999809,4.320000172,8.850000381,4.230000019,1
20044,87S35a-#10,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,71,950,0.200000003,NNO,liq+amph+plag+spn+ap+fl,Bulk,50.59999847,1.269999981,19.10000038,,8.699999809,4.320000172,8.850000381,4.230000019,1
20045,87S35a-#13,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,66,925,0.200000003,NNO,liq+amph+plag+spn+ap+fl,Bulk,50.59999847,1.269999981,19.10000038,,8.699999809,4.320000172,8.850000381,4.230000019,1
20047,85S52b-#12,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",Massachusetts Institute of Technology,CSPV,Au,8,998,0.200000003,NNO,liq+ol+fl,Bulk,53.29999924,1.120000005,17.5,,8.25,4.78000021,7.269999981,3.680000067,2.019999981
